DOI,Components,Pressure,Temperature (C),Speed (mm/s),Needle,Cells (e6/ml),Additional notes,
https://10.1089/ten.TEC.2012.0383,Soy Protein [20 wt%] Glycerol [4 wt%] ,0.8 bar - 2 bar,27,35,200 μm, ,""
https://10.1016/j.reth.2021.01.001,PCL [40 wt%] Beta Tricalcium Phosphate [2.5 wt%] ,100 kPa - 150 kPa,25,5 - 8,Cylindrical, ,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability"
https://10.1016/j.reth.2021.01.001,PCL [40 wt%] Beta Tricalcium Phosphate [2.5 wt%] Icariin [0.16 wt%] ,100 kPa - 150 kPa,25,5 - 8,Cylindrical, ,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability"
https://10.1016/j.reth.2021.01.001,PCL [40 wt%] Beta Tricalcium Phosphate [2.5 wt%] Icariin [0.32 wt%] ,100 kPa - 150 kPa,25,5 - 8,Cylindrical, ,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability"
https://10.1016/j.reth.2021.01.001,PCL [40 wt%] Beta Tricalcium Phosphate [2.5 wt%] Icariin [0.64 wt%] ,100 kPa - 150 kPa,25,5 - 8,Cylindrical, ,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability"
https://10.1016/j.dental.2016.11.012,Tricalcium Phosphate [83 wt%] Stearic Acid [17 wt%] ,,80,15,1000 μm Cylindrical, ,""
https://10.1088/1758-5090/abec2d,Xanthan Gum [5 wt%] ,35 kPa - 40 kPa,25,2,410 μm Cylindrical, ,""
https://10.1088/1758-5090/abec2d,Xanthan Gum [8 wt%] ,60 kPa - 80 kPa,25,2,410 μm Cylindrical, ,""
https://10.1088/1758-5090/abec2d,Xanthan Gum Methacrylated [3 wt%] Gelatin Methacrylated [3 wt%] ,70 kPa - 90 kPa,25,2,410 μm Cylindrical,C2C12 Myoblasts (3),""
https://10.1088/1758-5090/abec2d,Xanthan Gum Methacrylated [5 wt%] Gelatin Methacrylated [5 wt%] ,100 kPa - 120 kPa,25,2,410 μm Cylindrical,C2C12 Myoblasts (3),""
https://10.1088/1758-5090/8/1/015015,Collagen [14 wt%] ,1 bar,25,0.3,610 μm Cylindrical, ,""
https://10.1007/s10439-016-1648-9,Alginate [4 wt%] ,82.7 kPa,25,,14 Gauge Cylindrical, ,"Alginate was dispensed as a sheath with CaCl2 at 2wt%, extruded through the core section. The constructs were crosslinked with 4 wt% CaCl2 overnight"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,7 bar,37,0.1,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] ,4.5 bar - 6.5 bar,37,0.3 - 2.5,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] BMP-2 [0.001 wt%] ,6.5 bar - 7.2 bar,37,0.8 - 0.8,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,1 bar - 2 bar,60,0.4 - 1,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] ,0.3 bar - 0.5 bar,60,0.8 - 1.2,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] BMP-2 [0.001 wt%] ,1 bar - 2.4 bar,60,0.2 - 1,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,0.2 bar,90,2 - 2.5,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] ,0.1 bar - 0.5 bar,90,2 - 2.6,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.1007/s10439-021-02736-9,Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] BMP-2 [0.001 wt%] ,0.2 bar - 0.4 bar,90,2.2,22 Gauge Cylindrical, ,"BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA"
https://10.3390/mi12020195,Alginate [2 wt%] Cellulose Nanocrystals [4 wt%] ,12 psi,,7,30 Gauge Cylindrical,NIH 3T3 Fibroblasts (3),"Constrcust crosslinkd with 2 wt% CaCl2"
https://10.3390/mi12020195,Alginate [2 wt%] Cellulose Nanofibrils Oxidized [1 wt%] ,20 psi,,7,30 Gauge Cylindrical,NIH 3T3 Fibroblasts (3),"Constrcust crosslinkd with 2 wt% CaCl2"
https://10.1016/j.ijpharm.2021.120330,Lidocaine [30 wt%] PCL [70 wt%] ,125 kPa,110,1,610 μm Cylindrical, ,"PCL molecular weight of 50,000 g/mol"
https://10.1016/j.ijpharm.2021.120330,Lidocaine [5 wt%] PCL [95 wt%] ,125 kPa,110,1,610 μm Cylindrical, ,"PCL molecular weight of 50,000 g/mol"
https://10.1016/j.ijpharm.2021.120330,PCL [100 wt%] ,400 kPa,110,1,610 μm Cylindrical, ,"PCL molecular weight of 50,000 g/mol"
https://10.1016/j.actbio.2021.01.021,Gelatin Methacrylated [15 wt%] Platelet Lysate [50 vol%] ,2.6 bar,19,10,200 μm Cylindrical,Human Dermal Fibroblasts (1),""
https://10.1088/1748-605X/abe55e,Alginate Dialdehyde [30 wt%] Laponite [12 wt%] ,130 kPa,25,2,410 μm Conical, ,""
https://10.3389/fbioe.2020.00400,Chitosan [2 wt%] Gelatin [4 wt%] ,2.5 bar,20,10,330 μm Cylindrical, ,"Crosslinked with 10 w/v % tripolyphosphate at 4 C for 60 minutes post printing"
https://10.3389/fbioe.2020.00400,Chitosan [2 wt%] Gelatin [6 wt%] ,2.5 bar,20,10,330 μm Cylindrical, ,"Crosslinked with 10 w/v % tripolyphosphate at 4 C for 60 minutes post printing"
https://10.1016/j.colsurfb.2018.08.006,Alginate [1 wt%] Gelatin [10 wt%] Fibrinogen [1 wt%] Transglutamin [1 wt%] ,,25,3.5,260 μm Cylindrical,GSC23 Human Glioma Stem Cells (0.1),""
https://10.1002/adhm.201601451,Gelatin Methacrylated [3 wt%] ,,21,6.667,27 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (4),"Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2"
https://10.1002/adhm.201601451,Gelatin Methacrylated [4 wt%] ,,21,6.667,27 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (4),"Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2"
https://10.1002/adhm.201601451,Gelatin Methacrylated [5 wt%] ,,21,6.667,27 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (4),"Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2"
https://10.1016/j.msec.2020.111433,PCL [100 wt%] ,6 bar,140,11.75,, ,"PCL MW = 50 kDa"
https://10.1016/j.msec.2020.111433,PCL [90 wt%] Silk Microparticles [10 wt%] ,6 bar,140,12.75,, ,"PCL MW = 50 kDa"
https://10.1016/j.msec.2020.111433,PCL [80 wt%] Silk Microparticles [20 wt%] ,6 bar,140,13.25,, ,"PCL MW = 50 kDa"
https://10.1016/j.msec.2020.111433,PCL [70 wt%] Silk Microparticles [30 wt%] ,6 bar,140,13.75,, ,"PCL MW = 50 kDa"
https://10.1016/j.biomaterials.2020.120302,PCL [100 wt%] ,9 bar,25,,410 μm Conical, ,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%."
https://10.1016/j.biomaterials.2020.120302,PCL [50 wt%] Magnesium Phosphate [50 wt%] ,9 bar,25,,410 μm Conical, ,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%."
https://10.1016/j.biomaterials.2020.120302,PCL [40 wt%] Magnesium Phosphate [60 wt%] ,9 bar,25,,410 μm Conical, ,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%."
https://10.1016/j.biomaterials.2020.120302,PCL [30 wt%] Magnesium Phosphate [70 wt%] ,9 bar,25,,410 μm Conical, ,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%."
https://10.1007/s10856-018-6071-3,Polyethylene oxide Terephthalate [55 wt%] Poly(butylene terephthalate) [45 wt%] ,5 bar,200,3.26667,250 μm Cylindrical, ,""
https://10.1007/s10856-018-6071-3,Polyethylene oxide Terephthalate [55 wt%] Poly(butylene terephthalate) [45 wt%] ,5 bar,200,0.9333,200 μm Cylindrical, ,""
https://10.1089/ten.TEA.2019.0237,PCL [90 wt%] Hydroxyapatite [10 wt%] ,3.5 1.5,110 - 130,8,700 μm Cylindrical, ,""
https://10.1089/ten.TEA.2019.0237,PCL [80 wt%] Hydroxyapatite [20 wt%] ,4.5 2.5,120 - 130,8,700 μm Cylindrical, ,""
https://10.1089/ten.TEA.2019.0237,PCL [70 wt%] Hydroxyapatite [30 wt%] ,4.5 3.5,120 - 130,8,700 μm Cylindrical, ,""
https://10.1088/1758-5090/abcf8d,Strontium Iron Hydroxyapatite Nanoparticles [20 wt%] PCL [25 wt%] ,,25,8,1500 μm Cylindrical, ,"PCL and nanoparticles were dissolved in glacial acetic acid. Bioink extrusion speed was 0.006 mm/s"
https://10.1039/c9nr05894j,Silver Nanoparticles [46 wt%] Silver Microflakes [46 wt%] ,40 psi,25,,200 μm Conical, ,"Silver nanoparticles were dissolved in poly(acrylic acid) and distilled water"
https://10.21873/invivo.11205,PCL [80 wt%] Beta Tricalcium Phosphate [20 wt%] ,650 kPa,120,,300 μm Cylindrical, ,""
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [10 wt%] Polyplasdone [2 wt%] Carbopol [1 wt%] ,2.58 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 37.8wt% and 25.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [10 wt%] Polyplasdone [2 wt%] Carbopol [3 wt%] ,2.51 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 37.8wt% and 25.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [10 wt%] Polyplasdone [8 wt%] Carbopol [1 wt%] ,2.73 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 34.2wt% and 22.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [10 wt%] Polyplasdone [8 wt%] Carbopol [3 wt%] ,3.69 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 34.2wt% and 22.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [30 wt%] Polyplasdone [2 wt%] Carbopol [1 wt%] ,0.65 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 25.8wt% and 17.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [30 wt%] Polyplasdone [2 wt%] Carbopol [3 wt%] ,2.26 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 25.8wt% and 17.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [30 wt%] Polyplasdone [8 wt%] Carbopol [1 wt%] ,0.97 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 22.2wt% and 14.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [20 wt%] Lactose [30 wt%] Polyplasdone [8 wt%] Carbopol [3 wt%] ,3.36 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 22.2wt% and 14.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [35 wt%] Lactose [20 wt%] Polyplasdone [5 wt%] Carbopol [2 wt%] ,2.17 bar,25,10,500 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [35 wt%] Lactose [20 wt%] Polyplasdone [5 wt%] Carbopol [2 wt%] ,2.18 bar,25,10,500 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [35 wt%] Lactose [20 wt%] Polyplasdone [5 wt%] Carbopol [2 wt%] ,2.11 bar,25,10,500 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [10 wt%] Polyplasdone [2 wt%] Carbopol [1 wt%] ,1.54 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 19.8wt% and 13.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [10 wt%] Polyplasdone [2 wt%] Carbopol [3 wt%] ,2.37 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 19.8wt% and 13.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [10 wt%] Polyplasdone [8 wt%] Carbopol [1 wt%] ,1.15 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 16.2wt% and 10.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [10 wt%] Polyplasdone [8 wt%] Carbopol [3 wt%] ,2.83 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 16.2wt% and 10.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [2 wt%] Carbopol [1 wt%] ,0.57 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 7.8wt% and 5.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [2 wt%] Carbopol [3 wt%] ,0.86 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 7.8wt% and 5.2wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [8 wt%] Carbopol [1 wt%] ,0.7 bar,25,10,400 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 4.2wt% and 2.8wt% ,respectively."
https://10.1016/j.ijpharm.2018.11.044,Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [8 wt%] Carbopol [3 wt%] ,1.05 bar,25,10,600 μm Conical, ,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 4.2wt% and 2.8wt% ,respectively."
https://10.1016/j.ejps.2020.105266,Levetiracetam [23.4 wt%] Polyvinyl acetate / Polyvinyl Pyrrolidone [25.9 wt%] Silicon dioxide [10 wt%] Hydroxypropyl Methylcellulose [5 wt%] ,1.8 bar,27,25,Conical, ,""
https://10.1016/j.ejps.2020.105266,Levetiracetam [23.4 wt%] Polyvinyl acetate / Polyvinyl Pyrrolidone [20.9 wt%] Silicon dioxide [10 wt%] Hydroxypropyl Methylcellulose [10 wt%] ,2.2 bar,27,25,Conical, ,""
https://10.1016/j.ejps.2020.105266,Levetiracetam [23.4 wt%] Polyvinyl acetate / Polyvinyl Pyrrolidone [15.9 wt%] Silicon dioxide [10 wt%] Hydroxypropyl Methylcellulose [15 wt%] ,2.8 bar,27,25,Conical, ,""
https://10.1039/c8nr06369a,Graphene Oxide [1 mg/ml] Silver Nanowire [1 mg/ml] ,0.6 bar - 2 bar,25,4 - 10,400 μm Cylindrical, ,""
https://10.1039/c8nr06369a,Mxene [1 mg/ml] Silver Nanowire [1 mg/ml] ,0.6 bar - 2 bar,25,4 - 10,400 μm Cylindrical, ,""
https://10.1021/acsami.9b07433,PDMS [100 wt%] ,20 psi,25,1,150 μm Cylindrical, ,"Printed into 6 wt% fumed silica bath. PDMS: crosslinker ratio of 5:1. Construct was heated at 80C for 40 mins for crosslinkig"
https://10.1021/acsami.9b07433,PDMS [100 wt%] ,25 psi,25,3,250 μm Cylindrical, ,"Printed into 6 wt% fumed silica bath. PDMS: crosslinker ratio of 5:1. Construct was heated at 80C for 40 mins for crosslinkig"
https://10.1021/acsami.9b07433,SU-8 2050 [100 wt%] ,30 psi,25,0.5,200 μm Cylindrical, ,"Printed into 6 wt% fumed silica bath. SU-8 was crosslinked with UV light for 15 mins"
https://10.1016/j.ijpharm.2018.01.024,Paracetamol [48.48 wt%] Polyvinyl Pyrrolidone [6.82 wt%] Croscarmellose Sodium [5.3] ,1.8 bar,23,6,400 μm Conical, ,""
https://10.1631/jzus.B1900190,Gelatin [100 mg/ml] Alginate [20 mg/ml] ,0.5 bar - 0.8 bar,25,,250 μm Cylindrical,Human Corneal Epithelial Cells (2),"Crosslinked with CaCl2"
https://10.1016/j.ijpharm.2017.11.016,Silopren UV LSR 2030 PDMS [99.5 wt%] Prednisolone [0.5 wt%] ,414 kpa,25,1,514 μm Cylindrical, ,"Silopren UV LSR 2030 is UV-curable PDMS"
https://10.1016/j.ijpharm.2017.11.016,Silopren UV LSR 2030 PDMS [99 wt%] Prednisolone [1 wt%] ,414 kpa,25,1,514 μm Cylindrical, ,"Silopren UV LSR 2030 is UV-curable PDMS"
https://10.1016/j.ijpharm.2017.11.016,Silopren UV LSR 2030 PDMS [98.5 wt%] Prednisolone [1.5 wt%] ,414 kpa,25,1,514 μm Cylindrical, ,"Silopren UV LSR 2030 is UV-curable PDMS"
https://10.1016/j.ejps.2020.105291,Chocolate [50 wt%] Corn syrup [50 wt%] ,204.8 kPa,45,5,2000 μm Cylindrical, ,""
https://10.1016/j.ejps.2020.105291,Chocolate [48.85 wt%] Corn syrup [48.85 wt%] Paracetamol [2.3 wt%] ,204.8 kPa,45,5,2000 μm Cylindrical, ,""
https://10.1016/j.ejps.2020.105291,Chocolate [49.02 wt%] Corn syrup [49.02 wt%] Ibuprofen [1.96 wt%] ,204.8 kPa,45,5,2000 μm Cylindrical, ,""
https://10.1208/s12249-018-1107-z,Paracetamol [58.94 wt%] Polyvinyl Pyrrolidone [7.27 wt%] Starch [6.06 wt%] Croscarmellose Sodium [0.45 wt%] ,1.8 bar,25,6,600 um Conical, ,"The bioink paste was prepared in water"
https://10.1016/j.ijpharm.2020.119405,Polyethylene oxide [82.3 wt%] Pluronic F68 [8.2 wt%] Citric acid [1.3 wt%] Aripiprazole [8.2 wt%] ,350 kPa,140,5,400 um Cylindrical, ,"The paper also discussed other ink formulations that printed successfully"
https://10.1016/j.jfma.2020.10.022,Hydroxyapatite [90 wt%] PLGA [10 wt%] ,240 kPa - 250 kPa,25,1,, ,"Bioink was a slurry "Hyperelastic Bone" purchased from Allevi Inc."
https://10.1016/j.medengphy.2019.04.009,PCL [70 wt%] Bioactive Glass [30 wt%] ,3 bar,105,2,330 um Cylindrical, ,"PCL MW = 80 kDa. The bioacive glass (BGMIX-Mg) was mixed with PCL in solvents and pelletized prior to print"
https://10.1021/acsnano.9b07325,Mxene [100 wt%] ,4 psi,25,3,230 um Cylindrical, ,"Bioink was Ti3C2Tx. Needle size was varied between 230 - 600 um for different filament diameters"
https://10.1021/acsnano.9b07325,Mxene [100 wt%] ,4 psi,25,3,600 um Cylindrical, ,"Bioink was Ti3C2Tx. Needle size was varied between 230 - 600 um for different filament diameters"
https://10.1021/acsami.7b07717,Graphene Oxide [17.25 mg/mL] ,,23,6 - 12,510 um Cylindrical, ,""
https://10.1002/adma.201705651,Graphene Oxide [100 mg/mL] ,,25,1,203.2 um Cylindrical, ,"The solvent used was DI water and the constructs were freeze dried"
https://10.1016/j.msec.2020.111299,Alginate [15 wt%] Hydroxyapatite [12 wt%] ,10 bar,25,9,Conical, ,"Microneedles were 3D printed and crosslinked with CaCl2"
https://10.1016/j.msec.2020.111299,Alginate [15 wt%] Hydroxyapatite [8 wt%] ,10 bar,25,9,Conical, ,"Microneedles were 3D printed and crosslinked with CaCl2"
https://10.1016/j.msec.2020.111299,Alginate [15 wt%] Hydroxyapatite [4 wt%] ,10 bar,25,9,Conical, ,"Microneedles were 3D printed and crosslinked with CaCl2"
https://10.1016/j.msec.2020.111299,Alginate [15 wt%] ,10 bar,25,9,Conical, ,"Microneedles were 3D printed and crosslinked with CaCl2"
https://10.1002/jbm.b.34628,Alginate [3.25 wt%] Gelatin [4 wt%] Collagen [5 mg/mL] ,14 kPa - 18 kPa,23 - 24,,22 Gauge Conical,Human corneal keratocytes (3),""
https://10.3390/pharmaceutics12080692,Polyethylene oxide [100 wt%] ,450 kPa - 500 kPa,100,4,400 um Cylindrical, ,"PEO Mol Wt = 100 kDa"
https://10.3390/pharmaceutics12080692,Polyethylene oxide [90 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [10 wt%] ,450 kPa - 500 kPa,125 - 130,4,400 um Cylindrical, ,"PEO Mol Wt = 100 kDa"
https://10.3390/pharmaceutics12080692,Polyethylene oxide [80 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [20 wt%] ,450 kPa - 500 kPa,135 - 140,4,400 um Cylindrical, ,"PEO Mol Wt = 100 kDa"
https://10.3390/pharmaceutics12080692,Polyethylene oxide [70 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [30 wt%] ,450 kPa - 500 kPa,145 - 150,4,400 um Cylindrical, ,"PEO Mol Wt = 100 kDa"
https://10.3390/pharmaceutics12080692,Polyethylene oxide [75 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [20 wt%] Olanzapine [5 wt%] ,450 kPa - 500 kPa,160,4,400 um Cylindrical, ,""
https://10.3390/pharmaceutics12080692,Polyethylene oxide [70 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [20 wt%] Olanzapine [5 wt%] Pluronic F127 [5 wt%] ,450 kPa - 500 kPa,160,4,400 um Cylindrical, ,""
https://10.3390/pharmaceutics12080692,Polyethylene oxide [70 wt%] Poly(vinylpyrrolidone-co-vinyl acetate) [20 wt%] Olanzapine [5 wt%] Poloxamer 188 [5 wt%] ,450 kPa - 500 kPa,160,4,400 um Cylindrical, ,""
https://10.1088/1758-5090/aa71c8,PCL [100 wt%] ,700 kPa,80,,250 um Cylindrical, ,"PCL Mol Wt = 70 - 90 kDa"
https://10.1016/j.ijpharm.2019.04.018,Polyvinyl Alcohol [15 wt%] ,15 psi,25,8,21 Gauge Cylindrical, ,"PVA Mol Wt = 27,000. PVA was dissolved in a solvent mixture of ethanol:water at 1:1 w/w"
https://10.1016/j.ijpharm.2019.04.018,Polyvinyl Alcohol [17.5 wt%] ,15 psi,25,8,21 Gauge Cylindrical, ,"PVA Mol Wt = 27,000. PVA was dissolved in a solvent mixture of ethanol:water at 1:1 w/w"
https://10.1016/j.ijpharm.2019.04.018,Polyvinyl Alcohol [18 wt%] ,15 psi,25,8,21 Gauge Cylindrical, ,"PVA Mol Wt = 27,000. PVA was dissolved in a solvent mixture of ethanol:water at 1:1 w/w"
https://10.1016/j.ijpharm.2019.04.018,Polyvinyl Alcohol [19 wt%] ,15 psi,25,8,21 Gauge Cylindrical, ,"PVA Mol Wt = 27,000. PVA was dissolved in a solvent mixture of ethanol:water at 1:1 w/w"
https://10.1016/j.ijpharm.2019.04.018,Hydroxypropyl Cellulose [12 wt%] ,10 psi,25,8,21 Gauge Cylindrical, ,"HPC was dissolved in a solvent mixture of ethanol:water at 1:1 w/w. 18 and 20 wt% HPC bioink was printable but too viscous"
https://10.1016/j.ijpharm.2019.04.018,Hydroxypropyl Cellulose [14 wt%] ,10 psi,25,8,21 Gauge Cylindrical, ,"HPC was dissolved in a solvent mixture of ethanol:water at 1:1 w/w. 18 and 20 wt% HPC bioink was printable but too viscous"
https://10.1016/j.ijpharm.2019.04.018,Hydroxypropyl Cellulose [16 wt%] Warfarin Sodium [1.3 wt%] ,10.4 psi,25,8,21 Gauge Cylindrical, ,"HPC was dissolved in a solvent mixture of ethanol:water at 1:1 w/w. 18 and 20 wt% HPC bioink was printable but too viscous"
